sample_ID;BLUD_or_SPBL;WELL;Volume;Dilution;BACTERIA;NA
G7;BLUD_007_7+35d_prett_t4-t6_df5_029;G7;5.0;5.0;42;0
G8;BLUD_007_7+35d_prett_t4-t6_df5_029;G8;5.0;5.0;53;0
G9;BLUD_007_7+35d_prett_t4-t6_df5_029;G9;5.0;5.0;24;0
G10;BLUD_007_7+35d_prett_t4-t6_df5_029;G10;5.0;5.0;0;0
G11;BLUD_007_7+35d_prett_t4-t6_df5_029;G11;5.0;5.0;39;0
G12;BLUD_007_7+35d_prett_t4-t6_df5_029;G12;5.0;5.0;57;0
H1;BLUD_007_7+35d_prett_t4-t6_df5_029;H1;5.0;5.0;30;0
H2;BLUD_007_7+35d_prett_t4-t6_df5_029;H2;5.0;5.0;23;0
H3;BLUD_007_7+35d_prett_t4-t6_df5_029;H3;5.0;5.0;38;0
H4;BLUD_007_7+35d_prett_t4-t6_df5_029;H4;5.0;5.0;19;0
H5;BLUD_007_7+35d_prett_t4-t6_df5_029;H5;5.0;5.0;38;0
H6;BLUD_007_7+35d_prett_t4-t6_df5_029;H6;5.0;5.0;0;1
H7;BLUD_007_7+35d_prett_t4-t6_df5_029;H7;5.0;5.0;12;0
H8;BLUD_007_7+35d_prett_t4-t6_df5_029;H8;5.0;5.0;65;0
H9;BLUD_007_7+35d_prett_t4-t6_df5_029;H9;5.0;5.0;38;0
H10;BLUD_007_7+35d_prett_t4-t6_df5_029;H10;5.0;5.0;0;0
H11;BLUD_007_7+35d_prett_t4-t6_df5_029;H11;5.0;5.0;48;0
H12;BLUD_007_7+35d_prett_t4-t6_df5_029;H12;5.0;5.0;47;0
A1;BLUD_007_7+35d_prett_t4-t6_df5_030;A1;5.0;5.0;37;0
A2;BLUD_007_7+35d_prett_t4-t6_df5_030;A2;5.0;5.0;6;0
A3;BLUD_007_7+35d_prett_t4-t6_df5_030;A3;5.0;5.0;31;0
A4;BLUD_007_7+35d_prett_t4-t6_df5_030;A4;5.0;5.0;19;0
A5;BLUD_007_7+35d_prett_t4-t6_df5_030;A5;5.0;5.0;39;0
A6;BLUD_007_7+35d_prett_t4-t6_df5_030;A6;5.0;5.0;36;0
A7;BLUD_007_7+35d_prett_t4-t6_df5_030;A7;5.0;5.0;40;0
A8;BLUD_007_7+35d_prett_t4-t6_df5_030;A8;5.0;5.0;34;0
A9;BLUD_007_7+35d_prett_t4-t6_df5_030;A9;5.0;5.0;0;1
A10;BLUD_007_7+35d_prett_t4-t6_df5_030;A10;5.0;5.0;0;0
A11;BLUD_007_7+35d_prett_t4-t6_df5_030;A11;5.0;5.0;46;0
A12;BLUD_007_7+35d_prett_t4-t6_df5_030;A12;5.0;5.0;44;0
B1;BLUD_007_7+35d_prett_t4-t6_df5_030;B1;5.0;5.0;35;0
B2;BLUD_007_7+35d_prett_t4-t6_df5_030;B2;5.0;5.0;22;0
B3;BLUD_007_7+35d_prett_t4-t6_df5_030;B3;5.0;5.0;35;0
B4;BLUD_007_7+35d_prett_t4-t6_df5_030;B4;5.0;5.0;24;0
B5;BLUD_007_7+35d_prett_t4-t6_df5_030;B5;5.0;5.0;38;0
B6;BLUD_007_7+35d_prett_t4-t6_df5_030;B6;5.0;5.0;29;0
B7;BLUD_007_7+35d_prett_t4-t6_df5_030;B7;5.0;5.0;31;0
B8;BLUD_007_7+35d_prett_t4-t6_df5_030;B8;5.0;5.0;34;0
B9;BLUD_007_7+35d_prett_t4-t6_df5_030;B9;5.0;5.0;0;1
B10;BLUD_007_7+35d_prett_t4-t6_df5_030;B10;5.0;5.0;0;0
B11;BLUD_007_7+35d_prett_t4-t6_df5_030;B11;5.0;5.0;44;0
B12;BLUD_007_7+35d_prett_t4-t6_df5_030;B12;5.0;5.0;50;0
C1;BLUD_007_7+35d_prett_t4-t6_df5_030;C1;5.0;5.0;37;0
C2;BLUD_007_7+35d_prett_t4-t6_df5_030;C2;5.0;5.0;24;0
C3;BLUD_007_7+35d_prett_t4-t6_df5_030;C3;5.0;5.0;36;0
C4;BLUD_007_7+35d_prett_t4-t6_df5_030;C4;5.0;5.0;23;0
C5;BLUD_007_7+35d_prett_t4-t6_df5_030;C5;5.0;5.0;46;0
C6;BLUD_007_7+35d_prett_t4-t6_df5_030;C6;5.0;5.0;25;0
C7;BLUD_007_7+35d_prett_t4-t6_df5_030;C7;5.0;5.0;24;0
C8;BLUD_007_7+35d_prett_t4-t6_df5_030;C8;5.0;5.0;41;0
C9;BLUD_007_7+35d_prett_t4-t6_df5_030;C9;5.0;5.0;52;0
C10;BLUD_007_7+35d_prett_t4-t6_df5_030;C10;5.0;5.0;0;0
C11;BLUD_007_7+35d_prett_t4-t6_df5_030;C11;5.0;5.0;46;0
C12;BLUD_007_7+35d_prett_t4-t6_df5_030;C12;5.0;5.0;36;0
D1;BLUD_007_7+35d_prett_t4-t6_df5_030;D1;5.0;5.0;42;0
D2;BLUD_007_7+35d_prett_t4-t6_df5_030;D2;5.0;5.0;30;0
D3;BLUD_007_7+35d_prett_t4-t6_df5_030;D3;5.0;5.0;22;0
D4;BLUD_007_7+35d_prett_t4-t6_df5_030;D4;5.0;5.0;25;0
D5;BLUD_007_7+35d_prett_t4-t6_df5_030;D5;5.0;5.0;37;0
D6;BLUD_007_7+35d_prett_t4-t6_df5_030;D6;5.0;5.0;26;0
D7;BLUD_007_7+35d_prett_t4-t6_df5_030;D7;5.0;5.0;33;0
D8;BLUD_007_7+35d_prett_t4-t6_df5_030;D8;5.0;5.0;36;0
D9;BLUD_007_7+35d_prett_t4-t6_df5_030;D9;5.0;5.0;0;1
D10;BLUD_007_7+35d_prett_t4-t6_df5_030;D10;5.0;5.0;0;0
D11;BLUD_007_7+35d_prett_t4-t6_df5_030;D11;5.0;5.0;47;0
D12;BLUD_007_7+35d_prett_t4-t6_df5_030;D12;5.0;5.0;42;0
E1;BLUD_007_7+35d_prett_t4-t6_df5_030;E1;5.0;5.0;40;0
E2;BLUD_007_7+35d_prett_t4-t6_df5_030;E2;5.0;5.0;26;0
E3;BLUD_007_7+35d_prett_t4-t6_df5_030;E3;5.0;5.0;32;0
E4;BLUD_007_7+35d_prett_t4-t6_df5_030;E4;5.0;5.0;47;0
E5;BLUD_007_7+35d_prett_t4-t6_df5_030;E5;5.0;5.0;42;0
E6;BLUD_007_7+35d_prett_t4-t6_df5_030;E6;5.0;5.0;0;1
E7;BLUD_007_7+35d_prett_t4-t6_df5_030;E7;5.0;5.0;30;0
E8;BLUD_007_7+35d_prett_t4-t6_df5_030;E8;5.0;5.0;39;0
E9;BLUD_007_7+35d_prett_t4-t6_df5_030;E9;5.0;5.0;25;0
E10;BLUD_007_7+35d_prett_t4-t6_df5_030;E10;5.0;5.0;0;0
E11;BLUD_007_7+35d_prett_t4-t6_df5_030;E11;5.0;5.0;37;0
E12;BLUD_007_7+35d_prett_t4-t6_df5_030;E12;5.0;5.0;12;0
F1;BLUD_007_7+35d_prett_t4-t6_df5_030;F1;5.0;5.0;28;0
F2;BLUD_007_7+35d_prett_t4-t6_df5_030;F2;5.0;5.0;23;0
F3;BLUD_007_7+35d_prett_t4-t6_df5_030;F3;5.0;5.0;30;0
F4;BLUD_007_7+35d_prett_t4-t6_df5_030;F4;5.0;5.0;21;0
F5;BLUD_007_7+35d_prett_t4-t6_df5_030;F5;5.0;5.0;31;0
F6;BLUD_007_7+35d_prett_t4-t6_df5_030;F6;5.0;5.0;0;1
F7;BLUD_007_7+35d_prett_t4-t6_df5_030;F7;5.0;5.0;33;0
F8;BLUD_007_7+35d_prett_t4-t6_df5_030;F8;5.0;5.0;51;0
F9;BLUD_007_7+35d_prett_t4-t6_df5_030;F9;5.0;5.0;0;1
F10;BLUD_007_7+35d_prett_t4-t6_df5_030;F10;5.0;5.0;0;0
F11;BLUD_007_7+35d_prett_t4-t6_df5_030;F11;5.0;5.0;29;0
F12;BLUD_007_7+35d_prett_t4-t6_df5_030;F12;5.0;5.0;40;0
G1;BLUD_007_7+35d_prett_t4-t6_df5_030;G1;5.0;5.0;33;0
G2;BLUD_007_7+35d_prett_t4-t6_df5_030;G2;5.0;5.0;31;0
G3;BLUD_007_7+35d_prett_t4-t6_df5_030;G3;5.0;5.0;20;0
G4;BLUD_007_7+35d_prett_t4-t6_df5_030;G4;5.0;5.0;54;0
G5;BLUD_007_7+35d_prett_t4-t6_df5_030;G5;5.0;5.0;38;0
G6;BLUD_007_7+35d_prett_t4-t6_df5_030;G6;5.0;5.0;0;1
G7;BLUD_007_7+35d_prett_t4-t6_df5_030;G7;5.0;5.0;46;0
G8;BLUD_007_7+35d_prett_t4-t6_df5_030;G8;5.0;5.0;18;0
G9;BLUD_007_7+35d_prett_t4-t6_df5_030;G9;5.0;5.0;11;0
G10;BLUD_007_7+35d_prett_t4-t6_df5_030;G10;5.0;5.0;0;0
G11;BLUD_007_7+35d_prett_t4-t6_df5_030;G11;5.0;5.0;24;0
G12;BLUD_007_7+35d_prett_t4-t6_df5_030;G12;5.0;5.0;54;0
H1;BLUD_007_7+35d_prett_t4-t6_df5_030;H1;5.0;5.0;24;0
H2;BLUD_007_7+35d_prett_t4-t6_df5_030;H2;5.0;5.0;23;0
H3;BLUD_007_7+35d_prett_t4-t6_df5_030;H3;5.0;5.0;16;0
H4;BLUD_007_7+35d_prett_t4-t6_df5_030;H4;5.0;5.0;6;0
H5;BLUD_007_7+35d_prett_t4-t6_df5_030;H5;5.0;5.0;42;0
H6;BLUD_007_7+35d_prett_t4-t6_df5_030;H6;5.0;5.0;0;1
H7;BLUD_007_7+35d_prett_t4-t6_df5_030;H7;5.0;5.0;9;0
H8;BLUD_007_7+35d_prett_t4-t6_df5_030;H8;5.0;5.0;25;0
H9;BLUD_007_7+35d_prett_t4-t6_df5_030;H9;5.0;5.0;36;0
H10;BLUD_007_7+35d_prett_t4-t6_df5_030;H10;5.0;5.0;0;0
H11;BLUD_007_7+35d_prett_t4-t6_df5_030;H11;5.0;5.0;22;0
H12;BLUD_007_7+35d_prett_t4-t6_df5_030;H12;5.0;5.0;60;0
A1;BLUD_007_7+35d_prett_t7-t8_df25_035;A1;5.0;25.0;0;1
A2;BLUD_007_7+35d_prett_t7-t8_df25_035;A2;5.0;25.0;14;0
A3;BLUD_007_7+35d_prett_t7-t8_df25_035;A3;5.0;25.0;18;0
A4;BLUD_007_7+35d_prett_t7-t8_df25_035;A4;5.0;25.0;12;0
A5;BLUD_007_7+35d_prett_t7-t8_df25_035;A5;5.0;25.0;16;0
A6;BLUD_007_7+35d_prett_t7-t8_df25_035;A6;5.0;25.0;22;0
A7;BLUD_007_7+35d_prett_t7-t8_df25_035;A7;5.0;25.0;15;0
A8;BLUD_007_7+35d_prett_t7-t8_df25_035;A8;5.0;25.0;0;0
A9;BLUD_007_7+35d_prett_t7-t8_df25_035;A9;5.0;25.0;0;0
A10;BLUD_007_7+35d_prett_t7-t8_df25_035;A10;5.0;25.0;0;0
A11;BLUD_007_7+35d_prett_t7-t8_df25_035;A11;5.0;25.0;0;0
A12;BLUD_007_7+35d_prett_t7-t8_df25_035;A12;5.0;25.0;0;0
B1;BLUD_007_7+35d_prett_t7-t8_df25_035;B1;5.0;25.0;10;0
B2;BLUD_007_7+35d_prett_t7-t8_df25_035;B2;5.0;25.0;19;0
B3;BLUD_007_7+35d_prett_t7-t8_df25_035;B3;5.0;25.0;16;0
B4;BLUD_007_7+35d_prett_t7-t8_df25_035;B4;5.0;25.0;13;0
B5;BLUD_007_7+35d_prett_t7-t8_df25_035;B5;5.0;25.0;16;0
B6;BLUD_007_7+35d_prett_t7-t8_df25_035;B6;5.0;25.0;35;0
B7;BLUD_007_7+35d_prett_t7-t8_df25_035;B7;5.0;25.0;4;0
B8;BLUD_007_7+35d_prett_t7-t8_df25_035;B8;5.0;25.0;0;0
B9;BLUD_007_7+35d_prett_t7-t8_df25_035;B9;5.0;25.0;0;0
B10;BLUD_007_7+35d_prett_t7-t8_df25_035;B10;5.0;25.0;0;0
B11;BLUD_007_7+35d_prett_t7-t8_df25_035;B11;5.0;25.0;0;0
B12;BLUD_007_7+35d_prett_t7-t8_df25_035;B12;5.0;25.0;0;0
C1;BLUD_007_7+35d_prett_t7-t8_df25_035;C1;5.0;25.0;9;0
C2;BLUD_007_7+35d_prett_t7-t8_df25_035;C2;5.0;25.0;19;0
C3;BLUD_007_7+35d_prett_t7-t8_df25_035;C3;5.0;25.0;17;0
C4;BLUD_007_7+35d_prett_t7-t8_df25_035;C4;5.0;25.0;15;0
C5;BLUD_007_7+35d_prett_t7-t8_df25_035;C5;5.0;25.0;19;0
C6;BLUD_007_7+35d_prett_t7-t8_df25_035;C6;5.0;25.0;33;0
C7;BLUD_007_7+35d_prett_t7-t8_df25_035;C7;5.0;25.0;29;0
C8;BLUD_007_7+35d_prett_t7-t8_df25_035;C8;5.0;25.0;0;0
C9;BLUD_007_7+35d_prett_t7-t8_df25_035;C9;5.0;25.0;0;0
C10;BLUD_007_7+35d_prett_t7-t8_df25_035;C10;5.0;25.0;0;0
C11;BLUD_007_7+35d_prett_t7-t8_df25_035;C11;5.0;25.0;0;0
C12;BLUD_007_7+35d_prett_t7-t8_df25_035;C12;5.0;25.0;0;0
D1;BLUD_007_7+35d_prett_t7-t8_df25_035;D1;5.0;25.0;7;0
D2;BLUD_007_7+35d_prett_t7-t8_df25_035;D2;5.0;25.0;29;0
D3;BLUD_007_7+35d_prett_t7-t8_df25_035;D3;5.0;25.0;33;0
D4;BLUD_007_7+35d_prett_t7-t8_df25_035;D4;5.0;25.0;19;0
D5;BLUD_007_7+35d_prett_t7-t8_df25_035;D5;5.0;25.0;15;0
D6;BLUD_007_7+35d_prett_t7-t8_df25_035;D6;5.0;25.0;27;0
D7;BLUD_007_7+35d_prett_t7-t8_df25_035;D7;5.0;25.0;25;0
D8;BLUD_007_7+35d_prett_t7-t8_df25_035;D8;5.0;25.0;0;0
D9;BLUD_007_7+35d_prett_t7-t8_df25_035;D9;5.0;25.0;0;0
D10;BLUD_007_7+35d_prett_t7-t8_df25_035;D10;5.0;25.0;0;0
D11;BLUD_007_7+35d_prett_t7-t8_df25_035;D11;5.0;25.0;0;0
D12;BLUD_007_7+35d_prett_t7-t8_df25_035;D12;5.0;25.0;0;0
E1;BLUD_007_7+35d_prett_t7-t8_df25_035;E1;5.0;25.0;12;0
E2;BLUD_007_7+35d_prett_t7-t8_df25_035;E2;5.0;25.0;0;1
E3;BLUD_007_7+35d_prett_t7-t8_df25_035;E3;5.0;25.0;2;0
E4;BLUD_007_7+35d_prett_t7-t8_df25_035;E4;5.0;25.0;16;0
E5;BLUD_007_7+35d_prett_t7-t8_df25_035;E5;5.0;25.0;0;1
E6;BLUD_007_7+35d_prett_t7-t8_df25_035;E6;5.0;25.0;31;0
E7;BLUD_007_7+35d_prett_t7-t8_df25_035;E7;5.0;25.0;31;0
E8;BLUD_007_7+35d_prett_t7-t8_df25_035;E8;5.0;25.0;0;0
E9;BLUD_007_7+35d_prett_t7-t8_df25_035;E9;5.0;25.0;0;0
E10;BLUD_007_7+35d_prett_t7-t8_df25_035;E10;5.0;25.0;0;0
E11;BLUD_007_7+35d_prett_t7-t8_df25_035;E11;5.0;25.0;0;0
E12;BLUD_007_7+35d_prett_t7-t8_df25_035;E12;5.0;25.0;0;0
F1;BLUD_007_7+35d_prett_t7-t8_df25_035;F1;5.0;25.0;10;0
F2;BLUD_007_7+35d_prett_t7-t8_df25_035;F2;5.0;25.0;22;0
F3;BLUD_007_7+35d_prett_t7-t8_df25_035;F3;5.0;25.0;41;0
F4;BLUD_007_7+35d_prett_t7-t8_df25_035;F4;5.0;25.0;18;0
F5;BLUD_007_7+35d_prett_t7-t8_df25_035;F5;5.0;25.0;48;0
F6;BLUD_007_7+35d_prett_t7-t8_df25_035;F6;5.0;25.0;Inf;0
F7;BLUD_007_7+35d_prett_t7-t8_df25_035;F7;5.0;25.0;33;0
F8;BLUD_007_7+35d_prett_t7-t8_df25_035;F8;5.0;25.0;0;0
F9;BLUD_007_7+35d_prett_t7-t8_df25_035;F9;5.0;25.0;0;0
F10;BLUD_007_7+35d_prett_t7-t8_df25_035;F10;5.0;25.0;0;0
F11;BLUD_007_7+35d_prett_t7-t8_df25_035;F11;5.0;25.0;0;0
F12;BLUD_007_7+35d_prett_t7-t8_df25_035;F12;5.0;25.0;0;0
G1;BLUD_007_7+35d_prett_t7-t8_df25_035;G1;5.0;25.0;11;0
G2;BLUD_007_7+35d_prett_t7-t8_df25_035;G2;5.0;25.0;0;1
G3;BLUD_007_7+35d_prett_t7-t8_df25_035;G3;5.0;25.0;16;0
G4;BLUD_007_7+35d_prett_t7-t8_df25_035;G4;5.0;25.0;26;0
G5;BLUD_007_7+35d_prett_t7-t8_df25_035;G5;5.0;25.0;17;0
G6;BLUD_007_7+35d_prett_t7-t8_df25_035;G6;5.0;25.0;21;0
G7;BLUD_007_7+35d_prett_t7-t8_df25_035;G7;5.0;25.0;22;0
G8;BLUD_007_7+35d_prett_t7-t8_df25_035;G8;5.0;25.0;0;0
G9;BLUD_007_7+35d_prett_t7-t8_df25_035;G9;5.0;25.0;0;0
G10;BLUD_007_7+35d_prett_t7-t8_df25_035;G10;5.0;25.0;0;0
G11;BLUD_007_7+35d_prett_t7-t8_df25_035;G11;5.0;25.0;0;0
G12;BLUD_007_7+35d_prett_t7-t8_df25_035;G12;5.0;25.0;0;0
H1;BLUD_007_7+35d_prett_t7-t8_df25_035;H1;5.0;25.0;22;0
H2;BLUD_007_7+35d_prett_t7-t8_df25_035;H2;5.0;25.0;20;0
H3;BLUD_007_7+35d_prett_t7-t8_df25_035;H3;5.0;25.0;17;0
H4;BLUD_007_7+35d_prett_t7-t8_df25_035;H4;5.0;25.0;19;0
H5;BLUD_007_7+35d_prett_t7-t8_df25_035;H5;5.0;25.0;21;0
H6;BLUD_007_7+35d_prett_t7-t8_df25_035;H6;5.0;25.0;28;0
H7;BLUD_007_7+35d_prett_t7-t8_df25_035;H7;5.0;25.0;25;0
H8;BLUD_007_7+35d_prett_t7-t8_df25_035;H8;5.0;25.0;0;0
H9;BLUD_007_7+35d_prett_t7-t8_df25_035;H9;5.0;25.0;0;0
H10;BLUD_007_7+35d_prett_t7-t8_df25_035;H10;5.0;25.0;0;0
H11;BLUD_007_7+35d_prett_t7-t8_df25_035;H11;5.0;25.0;0;0
H12;BLUD_007_7+35d_prett_t7-t8_df25_035;H12;5.0;25.0;0;0
A1;BLUD_007_7+35d_prett_t7-t8_df25_036;A1;5.0;25.0;0;1
A2;BLUD_007_7+35d_prett_t7-t8_df25_036;A2;5.0;25.0;10;0
A3;BLUD_007_7+35d_prett_t7-t8_df25_036;A3;5.0;25.0;11;0
A4;BLUD_007_7+35d_prett_t7-t8_df25_036;A4;5.0;25.0;16;0
A5;BLUD_007_7+35d_prett_t7-t8_df25_036;A5;5.0;25.0;12;0
A6;BLUD_007_7+35d_prett_t7-t8_df25_036;A6;5.0;25.0;20;0
A7;BLUD_007_7+35d_prett_t7-t8_df25_036;A7;5.0;25.0;18;0
A8;BLUD_007_7+35d_prett_t7-t8_df25_036;A8;5.0;25.0;0;0
A9;BLUD_007_7+35d_prett_t7-t8_df25_036;A9;5.0;25.0;0;0
A10;BLUD_007_7+35d_prett_t7-t8_df25_036;A10;5.0;25.0;0;0
A11;BLUD_007_7+35d_prett_t7-t8_df25_036;A11;5.0;25.0;0;0
A12;BLUD_007_7+35d_prett_t7-t8_df25_036;A12;5.0;25.0;0;0
B1;BLUD_007_7+35d_prett_t7-t8_df25_036;B1;5.0;25.0;9;0
B2;BLUD_007_7+35d_prett_t7-t8_df25_036;B2;5.0;25.0;16;0
B3;BLUD_007_7+35d_prett_t7-t8_df25_036;B3;5.0;25.0;6;0
B4;BLUD_007_7+35d_prett_t7-t8_df25_036;B4;5.0;25.0;23;0
B5;BLUD_007_7+35d_prett_t7-t8_df25_036;B5;5.0;25.0;26;0
B6;BLUD_007_7+35d_prett_t7-t8_df25_036;B6;5.0;25.0;30;0
B7;BLUD_007_7+35d_prett_t7-t8_df25_036;B7;5.0;25.0;6;0
B8;BLUD_007_7+35d_prett_t7-t8_df25_036;B8;5.0;25.0;0;0
B9;BLUD_007_7+35d_prett_t7-t8_df25_036;B9;5.0;25.0;0;0
B10;BLUD_007_7+35d_prett_t7-t8_df25_036;B10;5.0;25.0;0;0
B11;BLUD_007_7+35d_prett_t7-t8_df25_036;B11;5.0;25.0;0;0
B12;BLUD_007_7+35d_prett_t7-t8_df25_036;B12;5.0;25.0;0;0
C1;BLUD_007_7+35d_prett_t7-t8_df25_036;C1;5.0;25.0;5;0
C2;BLUD_007_7+35d_prett_t7-t8_df25_036;C2;5.0;25.0;21;0
C3;BLUD_007_7+35d_prett_t7-t8_df25_036;C3;5.0;25.0;11;0
C4;BLUD_007_7+35d_prett_t7-t8_df25_036;C4;5.0;25.0;19;0
C5;BLUD_007_7+35d_prett_t7-t8_df25_036;C5;5.0;25.0;13;0
C6;BLUD_007_7+35d_prett_t7-t8_df25_036;C6;5.0;25.0;22;0
C7;BLUD_007_7+35d_prett_t7-t8_df25_036;C7;5.0;25.0;18;0
C8;BLUD_007_7+35d_prett_t7-t8_df25_036;C8;5.0;25.0;0;0
C9;BLUD_007_7+35d_prett_t7-t8_df25_036;C9;5.0;25.0;0;0
C10;BLUD_007_7+35d_prett_t7-t8_df25_036;C10;5.0;25.0;0;0
C11;BLUD_007_7+35d_prett_t7-t8_df25_036;C11;5.0;25.0;0;0
C12;BLUD_007_7+35d_prett_t7-t8_df25_036;C12;5.0;25.0;0;0
D1;BLUD_007_7+35d_prett_t7-t8_df25_036;D1;5.0;25.0;12;0
D2;BLUD_007_7+35d_prett_t7-t8_df25_036;D2;5.0;25.0;24;0
D3;BLUD_007_7+35d_prett_t7-t8_df25_036;D3;5.0;25.0;45;0
D4;BLUD_007_7+35d_prett_t7-t8_df25_036;D4;5.0;25.0;19;0
D5;BLUD_007_7+35d_prett_t7-t8_df25_036;D5;5.0;25.0;16;0
D6;BLUD_007_7+35d_prett_t7-t8_df25_036;D6;5.0;25.0;20;0
D7;BLUD_007_7+35d_prett_t7-t8_df25_036;D7;5.0;25.0;22;0
D8;BLUD_007_7+35d_prett_t7-t8_df25_036;D8;5.0;25.0;0;0
D9;BLUD_007_7+35d_prett_t7-t8_df25_036;D9;5.0;25.0;0;0
D10;BLUD_007_7+35d_prett_t7-t8_df25_036;D10;5.0;25.0;0;0
D11;BLUD_007_7+35d_prett_t7-t8_df25_036;D11;5.0;25.0;0;0
D12;BLUD_007_7+35d_prett_t7-t8_df25_036;D12;5.0;25.0;0;0
E1;BLUD_007_7+35d_prett_t7-t8_df25_036;E1;5.0;25.0;13;0
E2;BLUD_007_7+35d_prett_t7-t8_df25_036;E2;5.0;25.0;0;1
E3;BLUD_007_7+35d_prett_t7-t8_df25_036;E3;5.0;25.0;5;0
E4;BLUD_007_7+35d_prett_t7-t8_df25_036;E4;5.0;25.0;18;0
E5;BLUD_007_7+35d_prett_t7-t8_df25_036;E5;5.0;25.0;0;1
E6;BLUD_007_7+35d_prett_t7-t8_df25_036;E6;5.0;25.0;39;0
E7;BLUD_007_7+35d_prett_t7-t8_df25_036;E7;5.0;25.0;27;0
E8;BLUD_007_7+35d_prett_t7-t8_df25_036;E8;5.0;25.0;0;0
E9;BLUD_007_7+35d_prett_t7-t8_df25_036;E9;5.0;25.0;0;0
E10;BLUD_007_7+35d_prett_t7-t8_df25_036;E10;5.0;25.0;0;0
E11;BLUD_007_7+35d_prett_t7-t8_df25_036;E11;5.0;25.0;0;0
E12;BLUD_007_7+35d_prett_t7-t8_df25_036;E12;5.0;25.0;0;0
F1;BLUD_007_7+35d_prett_t7-t8_df25_036;F1;5.0;25.0;11;0
F2;BLUD_007_7+35d_prett_t7-t8_df25_036;F2;5.0;25.0;23;0
F3;BLUD_007_7+35d_prett_t7-t8_df25_036;F3;5.0;25.0;32;0
F4;BLUD_007_7+35d_prett_t7-t8_df25_036;F4;5.0;25.0;26;0
F5;BLUD_007_7+35d_prett_t7-t8_df25_036;F5;5.0;25.0;58;0
F6;BLUD_007_7+35d_prett_t7-t8_df25_036;F6;5.0;25.0;Inf;0
F7;BLUD_007_7+35d_prett_t7-t8_df25_036;F7;5.0;25.0;30;0
F8;BLUD_007_7+35d_prett_t7-t8_df25_036;F8;5.0;25.0;0;0
F9;BLUD_007_7+35d_prett_t7-t8_df25_036;F9;5.0;25.0;0;0
F10;BLUD_007_7+35d_prett_t7-t8_df25_036;F10;5.0;25.0;0;0
F11;BLUD_007_7+35d_prett_t7-t8_df25_036;F11;5.0;25.0;0;0
F12;BLUD_007_7+35d_prett_t7-t8_df25_036;F12;5.0;25.0;0;0
G1;BLUD_007_7+35d_prett_t7-t8_df25_036;G1;5.0;25.0;15;0
G2;BLUD_007_7+35d_prett_t7-t8_df25_036;G2;5.0;25.0;0;1
G3;BLUD_007_7+35d_prett_t7-t8_df25_036;G3;5.0;25.0;13;0
G4;BLUD_007_7+35d_prett_t7-t8_df25_036;G4;5.0;25.0;23;0
G5;BLUD_007_7+35d_prett_t7-t8_df25_036;G5;5.0;25.0;20;0
G6;BLUD_007_7+35d_prett_t7-t8_df25_036;G6;5.0;25.0;29;0
G7;BLUD_007_7+35d_prett_t7-t8_df25_036;G7;5.0;25.0;28;0
G8;BLUD_007_7+35d_prett_t7-t8_df25_036;G8;5.0;25.0;0;0
G9;BLUD_007_7+35d_prett_t7-t8_df25_036;G9;5.0;25.0;0;0
G10;BLUD_007_7+35d_prett_t7-t8_df25_036;G10;5.0;25.0;0;0
G11;BLUD_007_7+35d_prett_t7-t8_df25_036;G11;5.0;25.0;0;0
G12;BLUD_007_7+35d_prett_t7-t8_df25_036;G12;5.0;25.0;0;0
H1;BLUD_007_7+35d_prett_t7-t8_df25_036;H1;5.0;25.0;18;0
H2;BLUD_007_7+35d_prett_t7-t8_df25_036;H2;5.0;25.0;19;0
H3;BLUD_007_7+35d_prett_t7-t8_df25_036;H3;5.0;25.0;9;0
H4;BLUD_007_7+35d_prett_t7-t8_df25_036;H4;5.0;25.0;17;0
H5;BLUD_007_7+35d_prett_t7-t8_df25_036;H5;5.0;25.0;23;0
H6;BLUD_007_7+35d_prett_t7-t8_df25_036;H6;5.0;25.0;25;0
H7;BLUD_007_7+35d_prett_t7-t8_df25_036;H7;5.0;25.0;22;0
H8;BLUD_007_7+35d_prett_t7-t8_df25_036;H8;5.0;25.0;0;0
H9;BLUD_007_7+35d_prett_t7-t8_df25_036;H9;5.0;25.0;0;0
H10;BLUD_007_7+35d_prett_t7-t8_df25_036;H10;5.0;25.0;0;0
H11;BLUD_007_7+35d_prett_t7-t8_df25_036;H11;5.0;25.0;0;0
H12;BLUD_007_7+35d_prett_t7-t8_df25_036;H12;5.0;25.0;0;0
A1;BLUD_007_7+35d_prett_t7-t8_df5_033;A1;5.0;5.0;4;0
A2;BLUD_007_7+35d_prett_t7-t8_df5_033;A2;5.0;5.0;55;0
A3;BLUD_007_7+35d_prett_t7-t8_df5_033;A3;5.0;5.0;45;0
A4;BLUD_007_7+35d_prett_t7-t8_df5_033;A4;5.0;5.0;54;0
A5;BLUD_007_7+35d_prett_t7-t8_df5_033;A5;5.0;5.0;Inf;0
A6;BLUD_007_7+35d_prett_t7-t8_df5_033;A6;5.0;5.0;Inf;0
A7;BLUD_007_7+35d_prett_t7-t8_df5_033;A7;5.0;5.0;59;0
A8;BLUD_007_7+35d_prett_t7-t8_df5_033;A8;5.0;5.0;0;0
A9;BLUD_007_7+35d_prett_t7-t8_df5_033;A9;5.0;5.0;0;0
A10;BLUD_007_7+35d_prett_t7-t8_df5_033;A10;5.0;5.0;0;0
A11;BLUD_007_7+35d_prett_t7-t8_df5_033;A11;5.0;5.0;0;0
